x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
-41217.64705882353,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-45259.313725490196,0.97,11094.071846498438
-38273.529411764706,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-42315.19607843137,0.97,15804.660081792557
-35329.41176470588,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-39371.078431372545,0.97,20515.248317086676
-32385.29411764706,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-36426.96078431373,0.97,25225.836552380788
-29441.176470588234,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-33482.8431372549,0.97,29936.424787674907
-26497.058823529413,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-30538.72549019608,0.97,34647.01302296902
-23552.941176470587,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-27594.607843137255,0.97,39357.601258263145
-20608.823529411766,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-24650.490196078434,0.97,44068.189493557256
-17664.70588235294,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-21706.37254901961,0.97,48778.777728851375
-14720.588235294117,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-18762.254901960783,0.97,53489.3659641455
-11776.470588235294,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-15818.137254901962,0.97,58199.95419943962
-8832.35294117647,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-12874.019607843136,0.97,62910.54243473374
-5888.235294117647,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-9929.901960784315,0.97,67621.13067002785
-2944.1176470588234,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-6985.78431372549,0.97,72331.71890532198
0.0,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-4041.666666666667,0.97,77042.30714061609
7731.7979453456455,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,3690.1312786789786,0.97,87199.10508596172
15463.595890691291,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,11421.929224024625,0.97,94930.90303130739
23195.393836036936,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,19153.727169370268,0.97,102662.70097665302
30927.191781382582,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,26885.525114715914,0.97,110394.49892199867
38658.98972672823,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,34617.323060061564,0.97,118126.29686734432
46390.78767207387,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,42349.12100540721,0.97,125858.09481268997
54122.58561741952,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,50080.91895075286,0.97,133589.89275803562
61854.383562765164,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,57812.7168960985,0.97,141321.69070338126
69586.1815081108,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,65544.51484144414,0.97,149053.4886487269
77317.97945345646,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,73276.31278678979,0.97,156785.28659407253
85049.7773988021,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,81008.11073213544,0.97,164517.0845394182
92781.57534414774,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,88739.90867748107,0.97,172248.88248476383
100513.3732894934,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,96471.70662282672,0.97,179980.68043010947
108245.17123483904,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,104203.50456817237,0.97,187712.47837545513
115976.96918018468,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,111935.302513518,0.97,195444.2763208008
123708.76712553033,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,119667.10045886366,0.97,203176.07426614643
131440.56507087598,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,127398.8984042093,0.97,210907.8722114921
139172.3630162216,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,135130.69634955496,0.97,218639.67015683773
146904.16096156728,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,142862.49429490062,0.97,226371.46810218343
154635.9589069129,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,150594.29224024626,0.97,234103.26604752906
162367.75685225855,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,158326.0901855919,0.97,241835.0639928747
170099.5547976042,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,166057.88813093756,0.97,249566.8619382204
177831.35274294985,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,173789.6860762832,0.97,257298.65988356603
185563.1506882955,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,181521.48402162883,0.97,265030.45782891166
193294.94863364115,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,189253.2819669745,0.97,272762.2557742573
201026.7465789868,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,196985.07991232013,0.97,280494.05371960293
208758.54452433242,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,204716.87785766576,0.97,288225.85166494857
216490.3424696781,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,212448.67580301143,0.97,295957.64961029426
224222.14041502372,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,220180.47374835706,0.97,303689.4475556399
231953.93836036936,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,227912.2716937027,0.97,311421.24550098553
239685.73630571502,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,235644.06963904836,0.97,319153.04344633117
247417.53425106066,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,243375.867584394,0.97,326884.8413916768
255149.3321964063,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,251107.66552973964,0.97,334616.63933702244
262881.13014175196,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,258839.4634750853,0.97,342348.4372823681
270612.9280870976,1.8336883034764817,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,266571.2614204309,0.97,350080.2352277137
-100100.0,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-104141.66666666667,0.97,-66080.19047357373
-97155.88235294117,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-101197.54901960785,0.97,-61369.60223827961
-94211.76470588235,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-98253.43137254902,0.97,-56659.01400298548
-91267.64705882352,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-95309.3137254902,0.97,-51948.425767691355
-88323.5294117647,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-92365.19607843137,0.97,-47237.83753239726
-85379.41176470589,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-89421.07843137256,0.97,-42527.24929710316
-82435.29411764706,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-86476.96078431373,0.97,-37816.661061809034
-79491.17647058824,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-83532.84313725491,0.97,-33106.072826514894
-76547.05882352941,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-80588.72549019608,0.97,-28395.484591220767
-73602.94117647059,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-77644.60784313726,0.97,-23684.89635592664
-70658.82352941176,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-74700.49019607843,0.97,-18974.308120632515
-67714.70588235294,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-71756.37254901961,0.97,-14263.719885338418
-64770.58823529412,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-68812.25490196078,0.97,-9553.131650044292
-61826.470588235294,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-65868.13725490196,0.97,-4842.5434147501655
-58882.35294117647,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-62924.01960784313,0.97,-131.95517945603933
-55938.23529411765,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-59979.901960784315,0.97,4578.633055838058
-52994.117647058825,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-57035.78431372549,0.97,9289.221291132184
-50050.0,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-54091.666666666664,0.97,13999.80952642631
-47105.882352941175,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-51147.54901960784,0.97,18710.397761720436
-44161.76470588235,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-48203.431372549014,0.97,23420.985997014563
-41217.64705882353,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-45259.313725490196,0.97,28131.57423230866
-38273.529411764706,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-42315.19607843137,0.97,32842.162467602786
-35329.41176470588,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-39371.078431372545,0.97,37552.7507028969
-32385.29411764706,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-36426.96078431373,0.97,42263.33893819101
-29441.176470588234,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-33482.8431372549,0.97,46973.92717348512
-26497.058823529413,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-30538.72549019608,0.97,51684.51540877923
-23552.941176470587,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-27594.607843137255,0.97,56395.10364407336
-20608.823529411766,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-24650.490196078434,0.97,61105.69187936747
-17664.70588235294,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-21706.37254901961,0.97,65816.2801146616
-14720.588235294117,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-18762.254901960783,0.97,70526.86834995571
-11776.470588235294,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-15818.137254901962,0.97,75237.45658524985
-8832.35294117647,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-12874.019607843136,0.97,79948.04482054396
-5888.235294117647,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-9929.901960784315,0.97,84658.63305583809
-2944.1176470588234,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-6985.78431372549,0.97,89369.2212911322
0.0,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,-4041.666666666667,0.97,94079.80952642631
7731.7979453456455,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,3690.1312786789786,0.97,104236.60747177196
15463.595890691291,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,11421.929224024625,0.97,111968.40541711761
23195.393836036936,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,19153.727169370268,0.97,119700.20336246325
30927.191781382582,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,26885.525114715914,0.97,127432.0013078089
38658.98972672823,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,34617.323060061564,0.97,135163.79925315455
46390.78767207387,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,42349.12100540721,0.97,142895.59719850015
54122.58561741952,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,50080.91895075286,0.97,150627.39514384582
61854.383562765164,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,57812.7168960985,0.97,158359.19308919145
69586.1815081108,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,65544.51484144414,0.97,166090.9910345371
77317.97945345646,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,73276.31278678979,0.97,173822.78897988275
85049.7773988021,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,81008.11073213544,0.97,181554.58692522842
92781.57534414774,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,88739.90867748107,0.97,189286.38487057408
100513.3732894934,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,96471.70662282672,0.97,197018.18281591972
108245.17123483904,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,104203.50456817237,0.97,204749.98076126538
115976.96918018468,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,111935.302513518,0.97,212481.77870661102
123708.76712553033,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,119667.10045886366,0.97,220213.57665195665
131440.56507087598,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,127398.8984042093,0.97,227945.37459730232
139172.3630162216,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,135130.69634955496,0.97,235677.17254264795
146904.16096156728,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,142862.49429490062,0.97,243408.97048799362
154635.9589069129,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,150594.29224024626,0.97,251140.76843333925
162367.75685225855,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,158326.0901855919,0.97,258872.5663786849
170099.5547976042,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,166057.88813093756,0.97,266604.3643240306
177831.35274294985,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,173789.6860762832,0.97,274336.1622693762
185563.1506882955,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,181521.48402162883,0.97,282067.96021472185
193294.94863364115,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,189253.2819669745,0.97,289799.7581600676
201026.7465789868,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,196985.07991232013,0.97,297531.55610541324
208758.54452433242,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,204716.87785766576,0.97,305263.3540507589
216490.3424696781,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,212448.67580301143,0.97,312995.1519961045
224222.14041502372,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,220180.47374835706,0.97,320726.94994145015
231953.93836036936,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,227912.2716937027,0.97,328458.7478867958
239685.73630571502,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,235644.06963904836,0.97,336190.5458321414
247417.53425106066,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,243375.867584394,0.97,343922.34377748705
255149.3321964063,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,251107.66552973964,0.97,351654.1417228327
262881.13014175196,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,258839.4634750853,0.97,359385.9396681783
270612.9280870976,2.5053902370943457,0.0,-4166.666666666667,0.0,0.0,-100.0,4066.666666666667,266571.2614204309,0.97,367117.73761352396
-100100.0,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-102985.19183673471,0.9603,-2796.1767744031094
-97155.88235294117,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-100041.07418967588,0.9603,1914.4114608910168
-94211.76470588235,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-97096.95654261706,0.9603,6624.999696185143
-91267.64705882352,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-94152.83889555823,0.9603,11335.58793147927
-88323.5294117647,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-91208.72124849941,0.9603,16046.176166773395
-85379.41176470589,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-88264.60360144058,0.9603,20756.764402067492
-82435.29411764706,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-85320.48595438176,0.9603,25467.352637361633
-79491.17647058824,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-82376.36830732293,0.9603,30177.940872655745
-76547.05882352941,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-79432.25066026411,0.9603,34888.52910794987
-73602.94117647059,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-76488.13301320528,0.9603,39599.11734324398
-70658.82352941176,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-73544.01536614646,0.9603,44309.70557853811
-67714.70588235294,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-70599.89771908763,0.9603,49020.29381383222
-64770.58823529412,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-67655.7800720288,0.9603,53730.88204912635
-61826.470588235294,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-64711.66242496999,0.9603,58441.47028442046
-58882.35294117647,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-61767.544777911164,0.9603,63152.05851971457
-55938.23529411765,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-58823.42713085235,0.9603,67862.64675500867
-52994.117647058825,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-55879.30948379353,0.9603,72573.2349903028
-50050.0,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-52935.1918367347,0.9603,77283.82322559692
-47105.882352941175,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-49991.07418967588,0.9603,81994.41146089103
-44161.76470588235,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-47046.95654261705,0.9603,86704.99969618516
-41217.64705882353,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-44102.83889555823,0.9603,91415.58793147928
-38273.529411764706,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-41158.7212484994,0.9603,96126.1761667734
-35329.41176470588,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-38214.603601440576,0.9603,100836.76440206754
-32385.29411764706,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-35270.48595438175,0.9603,105547.35263736166
-29441.176470588234,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-32326.368307322926,0.9603,110257.94087265577
-26497.058823529413,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-29382.2506602641,0.9603,114968.5291079499
-23552.941176470587,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-26438.133013205275,0.9603,119679.11734324401
-20608.823529411766,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-23494.015366146465,0.9603,124389.70557853812
-17664.70588235294,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-20549.89771908764,0.9603,129100.29381383224
-14720.588235294117,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-17605.780072028814,0.9603,133810.88204912638
-11776.470588235294,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-14661.662424969989,0.9603,138521.4702844205
-8832.35294117647,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-11717.544777911164,0.9603,143232.05851971463
-5888.235294117647,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-8773.427130852338,0.9603,147942.64675500875
-2944.1176470588234,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-5829.3094837935205,0.9603,152653.23499030285
0.0,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,-2885.1918367346952,0.9603,157363.82322559698
7731.7979453456455,3.718281828459045,48979.5918367347,48000.0,3173.450297049556,10007.187016264224,4036.3039667225457,4036.3039667225457,4846.606108610948,0.9603,166826.73627298343
15463.595890691291,3.718281828459045,44897.95918367347,36000.0,2983.417359129411,9407.935422254675,3788.6133078652656,11788.613307865264,5214.036707017825,0.9624555555555556,175129.04036004076
23195.393836036936,3.718281828459045,44897.95918367347,36000.0,2983.417359129411,9407.935422254675,3788.6133078652656,11788.613307865264,12945.834652363468,0.9624555555555556,182860.8383053864
30927.191781382582,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,6046.853005872377,0.96515,191356.08499262834
38658.98972672823,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,13778.65095121802,0.96515,199087.88293797395
46390.78767207387,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,21510.448896563663,0.96515,206819.68088331958
54122.58561741952,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,29242.246841909313,0.96515,214551.47882866522
61854.383562765164,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,36974.044787254956,0.96515,222283.27677401085
69586.1815081108,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,44705.8427326006,0.96515,230015.0747193565
77317.97945345646,3.718281828459045,67346.9387755102,44000.0,3978.157768309949,12544.758871659214,5085.167000285808,27085.167000285815,52437.64067794625,0.96515,237746.87266470215
